Temperature;Pressure;Altitude;AccX;AccY;AccZ
28.90;98615;227.43;3144;3580;16956
28.90;98637;227.17;1824;3956;17320
28.90;98644;225.98;2972;2716;16472
28.90;98653;224.03;740;-684;15952
28.90;98664;223.94;2556;-1512;13308
29.00;98681;222.66;2312;-836;13312
29.00;98680;223.01;1292;-2348;15180
29.00;98699;221.56;4824;980;10952
29.00;98698;220.96;3080;352;13572
29.00;98702;221.05;224;-1272;15456
29.00;98726;219.69;1964;44;20932
29.00;98723;218.07;4208;-140;14920
29.00;98738;218.58;2988;-720;14300
29.00;98749;217.05;1644;-564;15920
29.00;98750;215.95;1128;972;16328
29.00;98776;214.67;3652;4744;16928
29.00;98782;214.08;492;4008;16436
29.00;98802;211.10;5932;4708;14012
29.00;98822;210.68;4884;-3212;19404
29.00;98837;209.32;3008;-4984;14452
29.00;98845;208.72;236;-2172;15428
29.00;98849;207.71;516;-6188;13256
29.00;98856;207.20;2768;-656;16388
29.00;98880;205.33;3204;1484;14468
29.00;98895;205.16;3948;820;15532
29.00;98901;203.54;3616;-5144;11040
29.00;98900;203.80;1028;-4844;15652
29.00;98905;203.54;2552;5748;20728
29.00;98917;202.27;972;-3576;13208
29.00;98927;201.51;2472;488;16420
29.00;98927;199.64;1140;-804;13400
29.00;98939;200.49;892;52;16252
29.00;98940;199.47;2256;-260;14260
29.00;98946;199.98;1064;184;15596
29.00;98958;199.13;3432;404;16660
29.00;98989;195.74;3328;444;15780
29.00;99002;194.63;5240;-312;10848
29.00;99009;194.38;3232;-24;14788
29.00;99013;194.46;3288;-776;14388
29.00;99035;193.19;1628;-732;15700
29.00;99026;193.19;2168;-704;12604
29.00;99039;191.24;6560;-1876;9304
29.00;99047;191.33;492;-652;14716
29.00;99052;190.39;324;28;18288
29.00;99054;190.14;1264;-900;17860
29.00;99074;189.04;3740;268;10892
29.00;99073;187.93;2260;-1080;17548
29.00;99078;188.53;2092;-3284;16208
29.00;99087;187.51;1948;-636;15696
29.00;99104;187.17;1372;872;13236
29.00;99108;186.41;1436;-828;16676
29.00;99113;185.14;4256;2288;10668
29.00;99139;182.76;6336;-1464;9900
29.00;99161;181.58;5588;708;15976
29.00;99177;180.48;4468;-1068;15668
29.00;99190;178.95;4752;-1060;16652
29.00;99194;178.70;2524;404;13864
29.00;99199;178.27;4580;364;15620
29.00;99199;178.19;5296;800;15060
29.00;99207;177.85;4212;1172;14884
29.00;99201;178.27;1856;788;15520
29.00;99203;178.53;2208;792;15652
29.00;99202;178.53;2264;732;15788
29.00;99204;177.94;2484;984;15148
29.00;99206;178.11;2316;640;15896
29.00;99204;179.04;2316;712;15304
29.00;99199;178.19;2456;876;14972
29.00;99199;178.44;2252;724;15512
29.00;99197;178.53;1728;728;15188
29.00;99203;178.27;1768;12;15060
29.00;99199;178.27;1592;360;16560
29.10;99200;178.27;1808;92;16328
29.10;99203;177.94;2052;1032;15680
29.10;99215;177.68;2584;-124;14760
29.00;99207;177.60;1480;912;14840
29.00;99207;177.00;1468;-732;15860
29.00;99216;177.60;1484;416;15020
29.10;99213;176.92;2352;8;15376
29.10;99222;176.67;3392;336;15892
29.00;99221;176.24;2748;148;14692
29.10;99222;175.82;2220;-436;14600
29.00;99225;175.82;2104;-440;15512
29.10;99231;175.82;588;-872;14492
29.10;99238;175.31;-48;-2020;14804
29.10;99231;176.07;2224;-1164;16284
29.10;99238;175.65;2304;-480;17388
29.10;99244;174.38;3680;160;14988
29.10;99247;174.38;4576;-1028;15104
29.10;99244;174.29;3604;-776;15700
29.10;99241;174.63;1468;-940;15468
29.10;99243;174.72;2328;-1040;15276
29.10;99245;174.80;1352;-988;15516
29.10;99245;174.55;-2488;-556;16116
29.10;99247;174.55;-556;0;15652
29.10;99242;173.70;1404;-1176;15332
29.10;99247;174.21;988;-2080;15324
29.10;99239;174.46;616;-1192;14012
29.10;99241;174.72;172;308;15776
29.10;99244;174.29;1900;-528;16028
29.10;99253;173.79;1696;-640;14760
29.10;99250;174.55;1296;364;13752
29.10;99254;173.95;2208;-972;16088
29.10;99253;174.04;1484;-964;15108
29.10;99253;173.79;1168;-1284;14128
29.10;99257;174.04;1584;-324;17432
29.10;99253;174.13;800;-1764;16156
29.10;99252;174.04;1624;-484;14964
29.10;99251;174.29;376;-1356;16540
29.10;99249;173.62;1548;-1400;15184
29.10;99247;174.21;2112;-424;14960
29.10;99249;174.46;1424;148;13888
29.10;99254;173.36;1440;-232;14856
29.10;99258;174.04;2928;132;15176
29.10;99254;173.70;1864;304;15500
29.10;99256;173.36;1408;300;15296
29.10;99259;174.46;2244;-360;15108
29.10;99251;174.13;588;76;14216
29.20;99261;174.13;1392;-1168;16140
29.10;99254;173.95;832;-400;15220
29.10;99252;174.29;504;1124;15764
29.10;99254;173.36;508;-2992;14888
29.10;99251;174.29;-36;192;15032
29.20;99251;174.29;-624;976;15264
29.20;99243;174.46;-1068;152;15012
29.20;99243;175.99;2656;568;15968
29.20;99234;175.14;1232;588;16420
29.20;99243;175.31;-992;-112;13760
29.20;99246;174.97;-324;724;13664
29.20;99229;175.39;384;1192;14396
29.20;99239;174.97;1396;596;14652
29.20;99238;175.31;2800;-572;13484
29.20;99235;175.31;5252;-688;15192
29.20;99241;175.56;1060;336;14324
29.20;99232;175.31;444;-340;15660
29.20;99234;175.99;-172;1920;15712
29.20;99231;175.23;80;1620;15968
29.20;99233;175.90;1292;-196;15448
29.20;99236;175.56;1944;116;14544
29.20;99235;175.90;2176;-324;13640
29.20;99229;175.73;1972;-572;14732
29.20;99236;175.31;3024;496;16256
29.20;99238;175.23;3940;-1900;16948
29.20;99235;175.56;2496;-4144;15292
29.20;99244;175.31;6024;-1232;14872
29.20;99240;175.23;3792;280;15488
29.20;99236;175.48;3508;448;15544
29.20;99233;174.97;696;560;15708
29.20;99241;174.97;624;604;15796
29.20;99240;175.23;740;520;15672
29.20;99247;175.23;924;676;15460
29.20;99238;175.06;992;424;15332
29.20;99240;174.80;1068;512;15236
29.20;99244;174.72;1040;672;14944
29.20;99238;175.23;852;640;15416
29.20;99235;175.39;956;628;15420
29.20;99233;174.72;968;712;15496
29.20;99237;175.48;1152;568;15240
29.30;99243;174.72;1068;576;15148
29.30;99234;175.23;956;760;15300
29.30;99243;174.55;788;612;15292
29.30;99241;175.31;760;596;15756
29.30;99244;175.14;824;484;15504
29.30;99246;174.80;928;516;15352
29.30;99236;175.56;976;616;15472
29.30;99239;175.39;1036;704;15360
29.30;99243;175.14;1104;664;14988
29.30;99236;175.31;968;588;15076
29.30;99240;175.39;776;592;15688
29.30;99238;175.06;884;532;15312
29.30;99236;174.89;844;572;15500
29.40;99242;174.72;920;456;15672
29.40;99238;174.72;908;424;15560
29.40;99246;175.14;948;464;15332
29.40;99245;174.97;1096;660;15388
29.40;99246;174.72;1160;664;15372
29.40;99244;174.89;1100;708;15116
29.40;99244;175.14;1008;672;15152
29.40;99241;175.06;788;580;15404
29.40;99243;174.89;860;572;15292
29.40;99246;174.97;748;548;15544
29.40;99240;175.06;876;476;15388
29.40;99242;174.89;908;500;15784
29.40;99243;175.39;1008;640;15824
29.40;99237;174.80;916;536;15536
29.40;99240;175.31;1040;548;15356
29.40;99242;174.97;980;568;15640
29.40;99239;175.14;992;560;15620
29.40;99243;174.63;376;440;15348
29.40;99245;174.80;1268;636;15592
29.40;99240;175.14;1396;732;15504
29.40;99243;174.97;728;548;15324
29.40;99243;174.97;-728;420;15176
29.40;99236;174.72;-2420;-136;15004
29.40;99234;175.06;-1160;200;15484
29.50;99234;175.48;160;-504;17640
29.50;99230;175.99;80;128;14648
29.40;99231;176.33;2424;448;15240
29.50;99231;175.90;728;544;14716
29.40;99231;175.99;-1472;224;12616
29.40;99219;177.26;-100;32;16348
29.50;99219;177.09;2080;-5020;18508
29.50;99229;176.67;2912;-868;14956
29.40;99219;176.83;-1008;116;16028
29.40;99210;177.51;328;464;14260
29.50;99205;177.85;892;-2968;12728
29.40;99212;177.43;696;-1700;15624
29.40;99216;177.43;5320;-40;12948
29.40;99220;176.83;3264;-640;16320
29.40;99235;175.06;4944;1116;15816
29.40;99235;175.14;3904;5712;15820
29.40;99241;175.14;28;6472;16136
29.40;99251;174.63;2428;1780;16560
29.50;99245;174.63;-332;472;16336
29.40;99238;175.65;-1476;968;14924
29.40;99231;175.99;-952;2944;13836
29.50;99224;176.83;-108;-1224;16628
29.50;99224;176.16;3620;268;15760
29.50;99226;175.65;3472;-300;14192
29.50;99228;175.82;5468;-68;13872
29.50;99242;174.89;3292;-3824;13752
29.50;99244;174.97;3960;-6116;15832
29.50;99237;174.97;1552;-688;16152
29.50;99243;174.97;8;180;15268
29.50;99231;175.99;-216;84;15928
29.50;99236;175.31;312;988;15320
29.50;99225;176.24;704;1032;14728
29.50;99241;175.48;1168;16;14392
29.50;99233;175.82;2220;176;16044
29.50;99245;175.31;2652;564;16412
29.50;99244;174.97;3472;580;15872
29.50;99240;174.89;4240;1996;15268
29.50;99244;174.13;5356;1636;15036
29.50;99247;174.46;1652;1724;15640
29.50;99246;174.80;680;1056;15212
29.50;99245;175.14;-240;2272;14472
29.50;99240;175.06;-1452;580;16508
29.50;99232;175.90;-1796;76;14712
29.50;99234;175.48;1048;-760;15496
29.50;99230;176.16;-708;-332;15712
29.50;99227;176.07;-1936;-132;14876
29.50;99225;176.41;-76;-836;13208
29.50;99230;176.67;2980;-1912;15116
29.50;99227;176.67;1356;-1168;15208
29.50;99210;178.36;704;292;15808
29.50;99218;177.51;1668;-632;14648
29.50;99219;176.75;1252;748;14708
29.50;99213;177.17;860;-80;16172
29.50;99227;176.83;944;476;15180
29.50;99210;176.83;-80;96;16372
29.50;99229;176.41;624;460;13944
29.50;99210;176.41;1144;-140;14536
29.50;99226;176.33;1132;144;16056
29.50;99220;177.17;380;-588;16712
29.50;99211;177.26;-276;-1184;15064
29.50;99215;176.92;1652;-428;15612
29.50;99222;176.07;2480;-984;14208
29.50;99224;176.41;1932;908;14360
29.50;99222;175.73;872;572;12280
29.50;99228;175.99;-760;-24;15768
29.50;99231;175.90;3252;-1036;16736
29.50;99239;174.80;5332;-3244;15352
29.50;99243;174.89;3252;-520;15784
29.50;99237;175.23;3220;284;15508
29.50;99238;174.97;3160;424;15724
29.50;99238;175.56;2792;-156;15028
29.50;99236;175.56;1608;-108;15272
29.50;99234;175.39;1472;116;15424
29.50;99233;175.39;1468;44;15152
29.50;99231;175.39;1808;0;15092
29.50;99237;175.14;1404;-108;15716
29.50;99235;175.39;1384;-128;15484
29.50;99237;175.31;1448;-96;15616
29.50;99238;175.23;1548;-100;15016
29.50;99235;175.06;1400;-116;15344
29.50;99236;175.48;1504;140;15040
29.50;99246;175.82;1280;-8;15260
29.50;99234;175.56;-232;-208;15404
29.60;99233;175.48;-852;652;15884
29.60;99230;175.56;1876;1928;15748
29.60;99234;175.31;-112;-360;15252
29.60;99235;175.65;1204;108;15944
29.60;99224;176.33;-192;-772;16032
29.60;99236;175.82;120;-196;16316
29.60;99229;175.48;164;156;16448
29.60;99229;176.58;-324;-24;15320
29.60;99226;176.67;136;888;15000
29.60;99220;176.58;608;-188;14804
29.60;99219;176.50;2336;-400;17972
29.60;99219;177.17;1228;-1048;15064
29.60;99220;176.67;104;-160;15212
29.60;99220;177.09;-704;-324;16288
29.60;99212;177.51;308;-184;14940
29.60;99212;176.41;1088;-540;17160
29.60;99214;177.17;2312;80;14752
29.60;99219;177.34;1400;-1776;16428
29.60;99223;176.92;1552;-40;16560
29.60;99217;176.75;592;848;17500
29.60;99222;177.26;1748;8;14384
29.60;99212;177.51;2436;668;14948
29.60;99216;177.00;1524;-196;14584
29.60;99214;177.09;1328;-576;15556
29.60;99217;177.34;1352;-732;14136
29.60;99215;177.94;1624;-456;14944
29.60;99209;177.60;772;-468;14556
29.60;99213;177.26;1248;-596;15768
29.60;99209;177.26;1156;-612;16656
29.60;99216;176.67;964;-720;15260
29.60;99205;177.51;1860;-776;17092
29.60;99215;177.85;1680;-404;15448
29.60;99212;176.92;2020;128;15700
29.60;99218;176.41;2380;-448;15576
29.60;99208;177.09;1256;132;14752
29.60;99219;177.26;1296;68;14852
29.60;99225;176.67;3044;36;14636
29.70;99216;177.34;1876;-8;19176
29.60;99221;177.17;3828;-492;15264
29.60;99220;176.33;3760;336;15244
29.60;99219;176.83;2192;-636;15452
29.60;99220;177.09;1564;-536;15456
29.70;99216;176.41;1772;-648;15340
29.70;99222;176.50;1832;-620;15564
29.70;99224;176.58;828;-572;15292
29.70;99225;175.73;1668;-504;15520
29.70;99227;176.33;1124;-592;15536
29.70;99229;176.24;1412;-528;15324
29.70;99230;175.99;1184;-600;15412
29.70;99229;176.41;1340;-556;14988
29.70;99225;175.99;1100;-640;15416
29.70;99224;175.99;1416;-528;15172
29.70;99222;176.83;1304;-676;15576
29.70;99227;176.83;1332;-572;15312
29.70;99226;176.33;1572;-604;15288
29.80;99235;175.82;1444;-612;15492
29.80;99223;176.58;1100;-620;15632
29.80;99226;176.75;1272;-528;15244
29.80;99220;176.24;980;-640;15472
29.80;99225;176.07;988;-624;15616
29.80;99225;176.07;1588;-388;15212
29.80;99221;176.24;1272;-532;15620
29.80;99222;176.67;1060;-524;15324
29.80;99226;176.83;1512;-424;14976
29.80;99224;175.99;1288;-624;15412
29.80;99222;176.83;1464;-468;15004
29.80;99218;176.33;652;-776;15920
29.80;99216;176.75;620;-596;14712
29.80;99227;176.16;1652;-616;15688
29.80;99225;176.50;-204;-392;15808
29.80;99223;176.58;-1032;-376;15120
29.80;99215;177.09;240;908;15340
29.80;99217;177.00;764;1240;14900
29.80;99209;177.43;296;-684;16312
29.80;99222;176.58;908;-1248;15732
29.80;99226;177.00;-396;-1120;14276
29.90;99218;176.92;-1248;-1940;15380
29.90;99204;177.68;-32;-336;15340
29.90;99205;177.77;740;-1624;12528
29.90;99216;177.34;2080;-616;14856
29.90;99197;178.11;876;-1200;14744
29.90;99192;178.61;-84;-1728;16028
29.90;99197;178.61;1288;-1564;17564
29.90;99189;179.46;1732;-1188;15132
29.90;99190;179.71;-148;-652;12272
29.90;99188;178.95;1460;-1452;16520
29.90;99193;179.88;1680;-940;15192
29.90;99200;178.70;1728;-1124;14108
29.90;99204;178.11;2192;-1364;14688
29.90;99196;178.70;2544;-760;12704
29.90;99203;178.36;1800;-848;15844
29.90;99202;178.36;2032;-1592;15056
29.90;99205;178.02;3772;-1796;17980
29.90;99206;177.43;3564;-932;16744
29.90;99208;177.77;3044;-452;14932
29.90;99212;177.43;2488;-960;14836
29.90;99213;178.02;1668;-844;15384
29.90;99209;177.77;1224;-816;15036
29.90;99202;177.34;276;-712;15620
29.90;99201;177.77;388;-792;15016
29.90;99204;177.60;-712;-500;15932
29.90;99203;178.11;-1108;-728;15884
29.90;99197;178.44;-940;128;14632
29.90;99193;178.70;-516;1544;15492
29.90;99189;179.46;124;3420;16508
29.90;99183;179.21;1528;2080;15736
29.90;99179;180.14;412;1148;15120
29.90;99175;180.56;-476;1584;14932
29.90;99168;180.48;2516;1368;16032
29.90;99167;180.65;1380;-112;16004
29.90;99167;181.66;1160;124;15420
29.90;99168;181.15;1552;-68;14468
29.90;99161;182.17;1860;400;16520
29.90;99163;182.09;1044;-96;15184
29.90;99160;181.58;1076;-124;15788
29.90;99165;181.66;1048;-60;14972
29.90;99165;181.15;1892;452;15672
29.90;99170;181.07;2304;328;16440
29.90;99168;181.24;2284;-96;15132
29.90;99170;181.49;1476;232;15848
29.90;99172;180.65;2580;-12;15284
29.90;99170;180.05;2416;60;15276
29.90;99173;181.07;2188;-212;15516
29.90;99169;180.65;2148;-340;15144
29.90;99171;180.99;972;-328;15680
29.90;99170;180.99;756;-376;15624
29.90;99170;181.66;804;-388;15360
29.90;99167;181.24;940;-336;15168
30.00;99173;180.90;888;-472;15572
29.90;99172;180.22;840;-484;15512
29.90;99173;180.48;972;-420;15328
29.90;99169;181.32;1056;-480;15656
30.00;99174;180.90;768;-352;15600
30.00;99173;180.65;896;-352;15300
30.00;99167;181.07;880;-400;15624
30.00;99169;180.73;704;-372;15568
30.00;99179;180.31;912;-296;15416
30.00;99174;180.48;920;-292;15724
30.00;99171;180.56;740;-240;15656
30.00;99170;180.99;512;-356;15188
30.00;99169;180.65;880;-332;15108
30.00;99171;181.32;848;-288;15404
30.00;99168;180.82;640;-348;15352
30.00;99171;181.24;788;-292;15188
30.00;99175;181.32;688;-332;15368
30.00;99176;180.22;584;-424;15312
30.00;99168;180.65;908;-300;15144
30.00;99171;180.82;676;-284;15532
30.00;99176;180.22;820;-304;15288
30.00;99168;180.65;952;-384;15236
30.00;99169;181.15;632;-372;15544
30.00;99169;180.56;960;-168;15080
30.00;99177;180.48;732;-356;15404
30.00;99165;181.15;1016;-344;15824
30.00;99173;181.15;608;-380;15524
30.00;99172;180.82;496;-324;15356
30.00;99175;181.15;104;-248;15696
30.00;99164;180.65;792;-612;15900
30.00;99174;180.99;1904;-176;14808
30.00;99173;180.39;628;-212;15084
30.00;99172;180.31;-1424;-64;15520
29.90;99154;182.43;-2800;-528;15296
30.00;99174;183.02;116;-752;15144
30.00;99135;183.70;-2012;-2512;16532
30.00;99141;183.78;1388;-1860;15296
30.10;99139;182.51;96;-3652;14072
30.10;99155;182.26;160;-3228;14860
30.10;99155;182.09;-428;-3376;15156
30.10;99144;183.53;-944;-1068;14924
30.20;99140;182.76;888;28;14960
30.10;99142;183.36;1760;1312;15768
30.20;99144;182.93;2036;-400;15436
30.20;99145;183.27;2424;-1384;14364
30.20;99149;182.34;2224;-532;16104
30.20;99150;183.02;2288;-720;15240
30.20;99153;182.59;2524;-252;15640
30.20;99151;182.26;4116;116;15760
30.20;99154;182.76;4004;-456;15072
30.20;99155;182.59;2844;-836;15672
30.20;99151;182.51;1488;-768;15324
30.20;99152;182.59;548;-812;15504
30.20;99155;182.59;496;-656;15636
30.20;99149;182.76;-672;-576;15224
30.20;99151;182.68;-2280;-828;14672
30.20;99153;182.76;-4;-576;15400
30.20;99146;182.85;-760;-952;15064
30.20;99137;183.02;-384;228;15196
30.20;99137;183.70;-768;-184;14760
30.20;99123;184.12;1268;1176;14044
30.20;99121;185.05;2720;-340;15096
30.20;99125;184.54;2244;-1376;16208
30.20;99133;183.78;420;780;14320
30.20;99120;185.05;-900;312;14976
30.20;99111;187.26;-1456;-212;16956
30.20;99111;185.39;1256;-512;14876
30.20;99107;185.48;544;-164;13096
30.20;99113;185.82;156;-680;15880
30.20;99105;187.17;-284;-188;15364
30.20;99098;186.49;-452;16;15016
30.20;99103;186.49;1708;916;16592
30.20;99087;187.85;1924;-1996;16852
30.20;99101;187.17;-300;1616;11572
30.20;99100;186.75;3108;-668;15720
30.20;99098;186.32;4580;796;16360
30.20;99091;187.34;-52;-2616;14144
30.20;99091;187.68;2836;-2964;14744
30.20;99093;187.59;152;60;16316
30.20;99061;189.88;-1672;-156;10372
30.20;99067;189.88;-24;-624;15512
30.20;99048;191.16;-360;3224;13612
30.20;99047;190.90;2392;2096;15988
30.20;99051;191.92;-1020;1984;10500
30.20;99055;190.48;660;-264;15760
30.20;99060;191.16;-480;-3228;23188
30.30;99057;190.99;300;2456;16996
30.30;99050;190.14;668;4024;16560
30.30;99059;189.88;2196;564;15540
30.30;99066;191.24;2448;568;14480
30.30;99055;191.16;1776;452;14960
30.30;99058;191.67;-916;-552;15800
30.30;99060;190.65;2028;-2172;15736
30.30;99040;192.43;-800;356;13640
30.30;99029;192.26;1016;-1740;16328
30.30;99042;191.92;96;-1676;15432
30.30;99031;192.00;2036;-644;14152
30.30;99036;192.60;2232;-628;15292
30.30;99041;190.82;3756;-2116;17904
30.30;99055;190.56;3136;-1856;14964
30.30;99049;190.73;2708;-684;15080
30.30;99056;190.99;712;-68;16284
30.30;99055;191.24;296;2392;15148
30.30;99052;190.65;1380;-2000;14052
30.30;99068;189.72;4396;-776;14816
30.30;99073;189.21;3864;-420;15596
30.30;99075;189.29;3376;-112;15016
30.30;99060;190.14;1680;128;15340
30.30;99063;189.55;1572;156;15052
30.30;99064;189.97;892;36;15388
30.30;99064;189.72;-872;-360;15768
30.30;99065;189.80;1044;-544;15624
30.30;99068;189.63;412;-184;15360
30.30;99063;189.88;-984;-260;15160
30.30;99066;189.88;1036;-344;14164
30.30;99064;190.05;-1340;1152;15532
30.30;99054;190.14;-60;1184;16568
30.30;99048;191.67;-204;4044;15232
30.30;99033;192.68;-84;5476;14600
30.30;99028;192.51;-728;3204;15900
30.30;99026;193.02;-2412;532;15136
30.40;99031;192.85;1148;-752;16172
30.30;99029;193.02;240;-1088;16652
30.30;99020;193.11;884;-4688;20440
30.30;99014;194.72;-364;-1048;14568
30.30;98987;195.14;-816;24;14144
30.30;98998;195.40;644;-96;16156
30.30;99001;196.08;1532;152;15252
30.30;98985;197.35;-312;140;14476
30.30;98982;197.94;-676;412;14768
30.30;98971;196.67;-1208;16;14716
30.30;98960;198.37;84;-788;16892
30.30;98953;198.11;-752;-1588;13968
30.30;98949;199.64;444;384;13260
30.30;98936;200.40;-120;32;14852
30.30;98939;200.83;-276;-1208;15592
30.30;98920;202.69;-852;-980;17208
30.30;98899;203.03;132;-164;16872
30.30;98908;203.20;1036;-1428;15968
30.30;98896;203.80;1520;-296;13896
30.30;98896;203.97;-1240;980;16336
30.30;98875;205.24;-1100;-804;15924
30.30;98878;205.75;92;-1316;14892
30.30;98847;207.37;-900;-2240;15240
30.30;98837;207.96;-472;-1624;14832
30.30;98851;208.98;-692;-1492;14164
30.30;98818;211.36;-40;-1440;14684
30.30;98798;211.70;780;1084;17452
30.30;98811;212.21;356;-292;17064
30.30;98795;214.50;104;-376;13408
30.30;98779;214.50;-828;-1180;16184
30.30;98757;215.01;-2808;-6428;10724
30.30;98752;216.29;-424;-1968;16712
30.30;98722;217.48;-284;-1528;15944
30.30;98738;218.50;-1028;-580;17404
30.30;98713;219.86;1728;124;15364
30.30;98721;219.09;932;112;18812
30.30;98715;219.77;1788;1380;16428
30.30;98693;220.62;180;2876;14852
30.30;98677;224.20;-360;4592;16300
30.30;98658;224.62;472;3200;16660
30.30;98656;224.62;876;2956;15796
30.30;98647;226.24;24;4396;14856
30.30;98624;226.24;1196;4260;16064
30.30;98634;226.32;-220;-1132;16088
30.30;98615;229.39;-1008;-312;15368
30.30;98614;227.60;112;-728;15848
30.30;98587;231.34;-1440;-2156;14068
30.30;98566;231.60;-544;-920;16224
30.30;98567;232.54;-440;-928;15460
30.30;98561;232.62;-172;60;15804
30.30;98550;233.56;2712;-3688;15756
30.30;98535;234.32;-456;-392;15276
30.30;98526;234.41;-296;-760;16032
30.30;98510;236.11;-804;116;16376
30.30;98487;238.16;-760;-1088;16132
30.30;98497;237.90;-348;-264;14452
30.30;98477;239.43;60;16;15040
30.30;98478;239.78;-1708;-3780;18144
30.30;98467;241.14;-708;-64;16968
30.30;98476;240.12;-428;-1484;16596
30.30;98454;242.76;436;-572;15048
30.30;98436;243.10;2684;1756;10964
30.30;98415;246.60;1424;1824;16788
30.30;98426;243.78;3544;936;15092
30.30;98413;245.06;-156;420;18344
30.30;98417;246.08;1800;532;15896
30.30;98401;247.53;4136;8;16972
30.30;98393;247.36;956;2156;16332
30.30;98386;247.19;3020;-564;11780
30.30;98386;248.30;1444;160;12724
30.30;98376;248.38;564;-648;17532
30.30;98359;249.83;1672;812;16164
30.30;98361;249.32;96;2552;16564
30.30;98372;249.32;-104;980;16880
30.30;98364;250.18;-868;1940;12084
30.40;98338;250.77;1504;124;14788
30.30;98352;250.77;20;1980;13860
30.40;98334;252.56;356;740;16236
30.30;98319;253.25;-572;724;18552
30.40;98309;253.42;1672;3408;14496
30.40;98290;255.38;932;1956;16196
30.40;98314;253.42;3784;2764;19024
30.40;98315;254.44;672;-1880;17168
30.40;98303;255.29;144;-1580;16064
30.40;98291;255.47;300;-276;13788
30.40;98303;255.38;1236;1176;14628
30.40;98297;255.55;1392;-1332;11704
30.40;98286;256.66;1852;-1812;14804
30.40;98291;255.29;6760;876;15608
30.40;98296;255.63;3420;2364;15308
30.40;98288;255.89;3768;7056;13612
30.40;98288;258.03;1716;5152;14956
30.40;98282;256.83;4436;-1948;16044
30.30;98296;255.98;268;-5324;14128
30.40;98302;254.61;1588;-3592;16736
30.40;98293;255.63;-2648;24;15576
30.40;98268;257.09;1200;-652;18560
30.50;98244;258.62;-3928;-3584;19080
30.50;98284;256.15;4;-1328;15540
30.50;98275;257.26;1020;-2684;12700
30.50;98279;256.32;736;-516;14292
30.50;98260;258.88;-3804;-2076;16704
30.50;98247;258.96;1676;-2684;18588
30.50;98253;258.88;2932;548;15524
30.50;98243;259.05;100;-2192;15156
30.50;98235;259.73;-7868;-7412;17068
30.50;98248;260.25;2996;-900;16832
30.50;98245;258.88;1744;-1200;14964
30.50;98233;261.18;428;-904;16736
30.50;98240;260.67;1236;-124;14448
30.50;98226;261.70;520;-196;14792
30.50;98217;261.95;1120;-2000;22668
30.50;98216;262.98;4600;-584;18980
30.50;98222;261.61;592;1272;14632
30.50;98207;262.38;1284;1032;16076
30.50;98186;263.92;1952;-268;13892
30.50;98194;263.23;-1008;188;16784
30.50;98187;264.86;1864;-2676;15284
30.50;98185;263.57;1192;-1200;16152
30.50;98181;265.20;4212;-1224;11920
30.50;98189;264.09;-1684;7332;9864
30.50;98181;264.34;3412;-1368;15404
30.50;98194;263.57;5824;8;15988
30.50;98202;263.23;4772;-1080;15148
30.50;98200;263.23;3044;-620;15496
30.50;98204;263.15;3636;-1448;15108
30.50;98199;263.32;1664;-760;15388
30.50;98203;263.23;1256;-300;15640
30.50;98194;263.66;1596;-640;15568
30.50;98203;263.40;788;-640;15468
30.50;98201;263.32;744;-516;15104
30.50;98202;263.23;532;-592;15680
30.50;98206;263.06;528;-452;15476
