Temperature;Pressure;Altitude;AccX;AccY;AccZ
30.50;98202;263.23;328;-468;15528
30.60;98197;262.89;520;-496;15272
30.60;98205;263.23;772;-508;14940
30.60;98206;263.23;704;-556;15020
30.60;98204;263.15;748;-532;15236
30.60;98202;263.06;772;-660;15180
30.60;98208;262.98;804;-588;15056
30.60;98208;262.89;896;-528;15172
30.60;98202;263.23;744;-548;15104
30.60;98206;263.57;-48;-368;15500
30.60;98201;262.89;-1080;-300;15528
30.60;98202;263.06;-344;-344;15284
30.70;98200;263.06;-408;-168;15092
30.70;98201;263.66;-1244;560;14288
30.70;98186;264.34;-32;-732;14480
30.70;98197;263.49;2028;-380;15120
30.70;98185;264.77;-1724;64;15832
30.70;98187;264.86;-1392;-1124;14664
30.70;98173;265.88;-4696;-2064;15720
30.70;98176;265.28;2836;-1528;14344
30.70;98173;265.79;-1292;-844;15520
30.70;98164;265.88;-620;1188;15196
30.70;98164;266.99;-108;-136;14660
30.70;98136;269.38;660;-212;15248
30.70;98146;267.84;-1560;-808;18320
30.70;98148;268.02;776;-1376;14900
30.70;98142;268.53;1168;-224;16980
30.70;98139;268.96;-2472;-1464;14700
30.70;98136;269.13;1448;-1276;14932
30.70;98126;269.30;156;728;16272
30.70;98126;270.49;1264;-144;14696
30.70;98110;271.78;1576;-396;13524
30.70;98110;270.58;-868;-880;16356
30.70;98113;270.49;-200;352;14128
30.70;98097;272.72;1280;-248;15932
30.70;98114;271.35;-1168;-720;13648
30.70;98096;272.72;-488;-8;14596
30.70;98084;272.80;640;-1904;15524
30.70;98086;273.40;132;-188;15304
30.70;98077;274.60;-308;-684;14256
30.70;98079;273.83;560;-548;17132
30.70;98075;273.57;996;96;16560
30.70;98066;274.85;-80;-2584;18532
30.70;98052;276.56;3404;524;15012
30.70;98065;274.94;4520;1716;20056
30.80;98069;274.85;868;632;15024
30.70;98057;275.71;336;176;13324
30.70;98046;276.48;2648;-1196;14588
30.80;98073;274.60;564;-1160;14016
30.80;98075;274.77;1200;-776;16508
30.70;98065;274.51;2260;-1864;14388
30.70;98060;275.11;1912;48;15052
30.80;98059;275.54;-672;696;17372
30.80;98062;275.54;600;1248;17284
30.80;98073;274.94;804;-1188;16792
30.80;98055;274.94;2480;1160;13272
30.80;98081;274.08;812;1968;15296
30.80;98075;274.51;-832;788;15940
30.80;98072;275.54;4404;-1844;11632
30.80;98030;277.42;-232;-24;15656
30.80;98024;278.45;-308;-1664;15464
30.80;98027;277.67;3560;988;14332
30.80;98030;277.42;400;-100;15884
30.80;98018;279.30;-96;2164;14764
30.80;97993;280.41;2056;820;15844
30.80;97965;282.72;3056;1704;15236
30.80;97998;281.78;-308;36;16248
30.80;97968;283.75;4364;1288;6972
30.80;97953;285.20;164;632;19012
30.80;97926;285.12;2100;3300;18792
30.80;97939;286.23;-84;2284;17684
30.80;97954;284.52;1268;-1728;18832
30.90;97947;285.03;3404;2716;11740
30.80;97936;285.55;-1624;168;17284
30.90;97944;285.72;1568;188;16264
30.80;97921;287.69;2448;940;15776
30.90;97928;286.31;2516;-1912;12988
30.90;97917;287.85;1020;2488;17976
30.90;97934;285.55;2624;-1512;14284
30.90;97920;286.74;868;-500;16816
30.90;97924;286.57;1704;-376;14176
30.90;97929;286.57;1424;696;14048
30.80;97918;288.03;492;-364;13596
30.90;97914;287.60;2336;1160;14536
30.90;97909;287.77;408;3832;16324
30.90;97903;288.97;728;2828;15224
30.90;97894;288.97;-856;2628;17312
30.90;97891;288.88;1616;1172;15096
30.90;97890;289.99;752;4188;19492
30.80;97887;290.34;-1984;176;14444
30.80;97891;290.94;3088;680;15048
30.80;97885;290.77;1132;-856;14756
30.80;97887;290.77;764;-2944;13484
30.90;97893;290.25;1712;-976;16492
30.90;97881;290.77;1004;-52;14720
30.90;97892;290.08;904;936;15864
30.80;97885;290.42;1504;312;14620
30.80;97879;290.68;1400;-2780;14788
30.90;97877;291.19;-976;-1380;16136
30.90;97863;292.05;24;32;16396
30.90;97872;291.71;1280;240;15264
30.90;97865;292.31;-104;-1020;15188
30.90;97861;292.65;-556;-800;14664
30.90;97842;293.33;1188;420;15792
30.90;97837;294.28;-792;180;16108
30.90;97832;294.36;2692;-684;16692
30.90;97819;295.39;-1776;-204;18628
30.90;97816;296.16;-936;-1364;14256
30.90;97806;296.76;328;2724;14400
30.90;97795;297.96;1848;4336;14400
30.90;97791;298.90;2148;-1832;13608
30.90;97783;299.59;3416;104;12560
30.90;97772;300.02;632;1708;14372
30.90;97762;300.70;12;2056;14896
30.90;97752;302.16;1600;1708;15756
30.90;97765;300.70;1628;32;15584
30.90;97765;301.22;-1380;356;15368
30.90;97750;302.33;-1376;-1332;14316
30.90;97729;303.10;1704;4456;20828
30.90;97726;304.22;-1000;-652;16008
30.90;97711;304.82;424;-460;14284
30.90;97702;306.28;-284;176;17252
30.90;97694;306.88;-3112;1032;16284
30.90;97683;307.99;-2172;-36;15120
30.90;97670;308.50;2212;-772;12136
30.90;97663;309.71;2060;-556;18624
30.90;97660;309.88;2696;1096;15308
30.90;97662;309.62;3020;1556;13624
30.90;97670;310.13;-20;-796;12344
30.90;97670;309.28;2140;-1268;18524
30.90;97677;307.82;3376;-1112;14208
30.90;97680;307.90;1112;0;14056
30.80;97667;308.59;1516;-424;16228
30.80;97673;308.33;3824;-852;14516
30.80;97673;308.08;5644;-1440;15624
30.80;97673;308.50;8;-568;14352
30.90;97678;308.68;224;-492;15748
30.90;97668;308.59;264;-400;15428
30.90;97670;308.85;472;-456;15292
30.90;97674;308.68;204;-296;15352
30.90;97673;308.76;376;-444;15572
30.90;97671;308.93;452;-284;15480
30.90;97670;308.76;-1208;44;15388
30.90;97671;308.50;-3036;1052;15000
30.90;97674;309.71;-1384;868;15056
30.90;97663;309.19;2968;1932;12908
30.90;97676;308.93;2108;-964;13476
30.90;97665;309.28;-1124;540;15668
30.90;97658;309.96;-1764;-224;15288
30.90;97649;310.05;-1164;1924;15860
30.90;97647;310.22;-2108;1724;16768
30.90;97651;310.82;1764;-1072;17400
30.90;97648;310.73;-1224;-312;15732
30.90;97639;311.08;-1040;960;16304
30.90;97636;311.85;-1332;-48;16068
30.90;97633;311.76;2352;-268;14292
30.90;97625;311.76;1412;40;13912
30.90;97619;313.14;-748;1340;16248
30.90;97608;314.08;1384;1044;22152
30.90;97616;314.08;-912;1804;14564
30.90;97604;314.34;496;2864;14608
30.90;97598;314.94;76;2160;12332
30.90;97590;315.46;96;-1296;14480
30.90;97589;316.74;792;200;14708
30.90;97587;315.28;972;-328;15136
30.90;97582;316.06;-984;152;15276
30.90;97581;316.74;-512;2456;13156
30.90;97556;318.46;-6800;-1456;21604
30.90;97556;318.72;872;-1124;15868
30.90;97575;317.60;-80;-528;11572
30.90;97552;319.58;4236;-3656;22232
30.90;97537;320.69;-728;584;18256
30.90;97542;320.43;444;-1500;15408
30.90;97531;320.95;-316;32;16888
30.90;97511;321.72;-1072;-544;17508
30.90;97514;321.98;-476;2752;9776
30.90;97502;323.44;120;-2508;18272
30.90;97501;323.96;860;832;16484
30.90;97496;323.35;-880;1936;14684
30.90;97478;324.38;2784;-256;13892
30.90;97495;324.38;1720;656;14628
30.90;97490;324.99;2340;-1144;15564
30.90;97486;324.30;584;-232;15348
30.90;97460;326.27;-132;-176;14476
30.90;97459;326.96;664;0;15692
30.90;97464;325.41;1532;704;15360
31.00;97464;326.88;296;1576;18236
30.90;97459;326.70;208;296;15384
30.90;97450;326.96;-844;-928;16464
30.90;97449;328.17;896;-1008;15368
30.90;97440;328.59;840;-400;14764
30.90;97450;327.99;1272;-112;14552
30.90;97455;328.51;2176;-344;15212
30.90;97441;328.17;1684;-488;15448
30.90;97445;327.65;-484;-2092;17148
30.90;97445;327.22;1156;-1276;15952
30.90;97455;328.17;504;-1288;14368
30.90;97439;327.48;-576;-1400;18092
30.90;97448;328.94;480;-2304;14276
30.90;97440;328.68;764;-2636;15732
30.90;97439;328.25;500;-1660;15200
30.90;97450;328.51;-2240;-2004;19172
30.90;97449;327.65;1668;-260;15696
30.90;97434;328.51;2120;212;16272
30.90;97446;327.99;1000;992;15408
31.00;97455;326.96;1864;784;14348
31.00;97458;326.79;1468;-100;13224
31.00;97461;327.13;1252;352;14612
31.00;97444;328.17;512;948;16088
31.00;97463;326.79;360;-1732;16672
31.00;97467;326.88;852;-184;15108
31.00;97471;326.53;1508;1144;16488
31.00;97465;326.53;2256;-196;14840
31.00;97466;326.79;188;-724;15064
30.90;97456;327.05;1332;-256;15432
31.00;97462;327.13;1904;-3540;17832
31.00;97453;327.22;1744;956;15316
31.00;97456;327.82;816;-144;14876
31.00;97448;327.22;-1692;-844;16636
31.00;97442;328.85;-552;416;15072
31.00;97433;328.42;-832;-268;16272
31.00;97428;328.68;-1584;-216;14616
31.00;97422;329.97;-320;-1028;15500
31.00;97424;330.05;-712;-168;17664
31.00;97415;330.14;928;-1636;16896
31.00;97413;330.92;0;168;13644
31.00;97406;331.95;576;-160;17040
31.00;97396;331.86;500;-824;14980
31.00;97397;332.55;748;-756;14288
31.00;97381;333.84;-240;-1912;18780
31.00;97369;334.10;592;-1440;14760
31.00;97370;334.27;1676;-1276;17360
31.00;97378;334.87;1188;352;13876
31.00;97367;333.92;1916;44;18060
31.00;97364;335.21;1416;-872;14988
31.00;97359;335.47;1720;-44;16084
31.00;97351;335.99;1924;656;14988
31.00;97359;335.81;1524;-660;15640
31.00;97360;335.47;980;-572;15068
31.00;97356;335.99;-812;-792;14452
31.00;97344;336.68;-1920;452;15724
31.00;97332;337.79;732;-204;15644
31.00;97319;338.74;760;680;16236
31.00;97330;339.00;1520;5256;14668
31.00;97322;339.43;44;-244;14980
31.00;97318;339.43;888;-1052;13704
31.00;97312;340.29;-1428;-1060;15860
31.00;97308;339.60;1120;-1416;15768
31.00;97308;339.43;2904;-476;15156
31.00;97289;340.98;-332;48;13904
31.00;97289;340.63;-540;368;15692
31.00;97289;341.32;520;-580;18484
31.00;97293;341.32;4;-1048;16064
31.00;97292;341.49;1500;-804;15180
31.00;97287;341.84;740;988;13304
31.00;97294;340.89;1108;-1124;15132
31.00;97297;341.32;1412;708;10860
31.00;97291;341.41;4208;-844;15636
31.00;97292;340.38;3888;-68;14892
31.00;97306;340.55;2532;588;14852
31.00;97304;340.46;1308;28;15980
31.00;97300;341.49;1160;528;15280
31.00;97289;340.98;792;180;15380
31.00;97289;341.15;912;972;13880
31.10;97298;341.15;420;424;15068
31.10;97290;340.80;400;104;15208
31.10;97280;341.92;-1504;1060;15484
31.10;97287;342.27;72;-520;15824
31.10;97288;341.92;-252;-3368;15444
31.10;97283;342.96;-2056;-3016;15520
31.10;97277;343.38;-1212;-148;17088
31.10;97266;343.47;536;1036;14164
31.10;97252;344.33;-1072;-296;15832
31.10;97271;343.99;3984;-908;15652
31.10;97266;343.99;5624;-584;14944
31.10;97274;342.35;3616;-736;13856
31.10;97280;343.04;4960;1248;14740
31.10;97289;342.61;4308;-4;15852
31.10;97286;342.78;3120;-364;15632
31.10;97269;342.61;2048;216;15456
31.10;97283;342.44;1516;156;15440
31.10;97276;342.61;1096;256;15680
31.10;97281;342.44;1272;200;15364
31.10;97282;342.53;1240;248;15428
31.10;97279;342.01;1356;336;15264
31.10;97280;342.18;1168;284;15240
31.10;97280;342.61;1060;276;15188
31.10;97281;342.44;1184;396;15056
31.10;97280;342.35;1036;316;15092
31.10;97278;342.35;1164;328;15288
31.10;97280;342.61;1028;184;15352
31.10;97282;342.27;1088;228;15648
31.10;97281;342.27;900;144;15596
31.10;97280;342.10;-1400;800;14788
31.10;97282;342.53;-1788;1016;15456
31.10;97274;342.87;588;344;14656
31.10;97275;342.35;128;740;14816
31.10;97268;342.53;884;1628;13832
31.10;97273;343.04;744;-876;14420
31.10;97273;342.87;324;140;15188
31.10;97276;342.53;384;-1684;13604
31.10;97264;343.82;-100;-900;14500
31.10;97261;343.73;-328;748;13412
31.20;97257;344.33;-1360;1872;12364
31.20;97260;343.99;-176;-984;14592
31.10;97259;343.82;3304;-1852;16928
31.10;97255;345.02;2916;-2000;13120
31.10;97253;345.11;4620;-620;14632
31.10;97256;345.19;4748;-512;14348
31.10;97246;345.11;3128;-1088;18932
31.20;97248;345.02;1472;696;16536
31.10;97245;345.19;1028;288;14600
31.10;97240;345.62;2076;-1872;16340
31.20;97244;344.68;852;-1276;16168
31.10;97241;345.28;2376;292;15840
31.20;97243;345.28;824;-1500;15540
31.20;97249;345.45;1728;-1188;14960
31.10;97237;346.23;3016;484;14780
31.10;97240;345.28;2968;-952;15284
31.10;97234;345.71;1288;-516;14524
31.20;97236;345.54;632;-292;16136
31.20;97235;345.62;-1380;104;15440
31.20;97246;346.40;-448;920;15828
31.20;97235;346.14;-380;3200;15188
31.20;97228;346.40;2292;1480;15108
31.20;97235;346.66;-80;1952;15456
31.20;97227;347.00;-40;3228;15440
31.20;97210;347.86;-1932;296;17456
31.20;97212;347.86;-796;112;16124
31.20;97210;348.12;436;-3164;19708
31.20;97213;348.46;-2912;-5920;8944
31.20;97198;349.32;-908;-1460;13552
31.20;97191;350.01;244;-864;17948
31.20;97184;350.70;148;-1688;16564
31.20;97179;350.79;-3220;-1216;17236
31.20;97172;351.57;5700;-436;13616
31.20;97168;351.91;612;-2876;13308
31.20;97164;352.86;-788;-1700;11904
31.20;97162;353.29;-2032;-2672;15592
31.20;97146;354.15;-1280;-1956;15708
31.20;97130;354.32;164;1684;17052
31.20;97129;354.84;-2492;5220;22748
31.20;97135;355.10;88;1048;17080
31.20;97121;355.27;3700;-1260;16180
31.20;97124;355.87;-276;664;16648
31.20;97124;355.61;2916;-3384;15312
31.10;97121;355.35;148;-7332;14372
31.10;97126;355.53;-576;-5788;15252
31.20;97122;356.13;-1296;-5424;17064
31.20;97122;356.13;-996;-1576;15544
31.20;97119;356.65;-72;-180;13400
31.20;97107;356.99;-1348;-3948;16600
31.20;97107;356.82;-1404;-2988;14896
31.20;97103;357.08;1544;-2096;16288
31.20;97105;357.42;4572;-940;14508
31.20;97104;357.77;-856;984;11136
31.20;97094;358.20;384;524;17740
31.20;97086;358.80;628;-1304;13888
31.20;97090;358.97;2244;128;19688
31.20;97089;358.97;804;-3828;12708
31.20;97086;359.75;1364;2176;17476
31.20;97091;358.28;3328;-608;14288
31.20;97093;358.89;4196;-1716;15596
31.20;97088;358.37;2416;1004;15972
31.20;97086;359.06;1264;644;14872
31.20;97087;359.40;2088;564;16108
31.20;97083;359.15;2008;592;14600
31.20;97081;359.58;2048;1276;15016
31.20;97084;359.66;832;512;14432
31.20;97075;360.09;572;1508;14600
31.20;97087;359.40;884;-760;16448
31.20;97080;359.66;252;1136;14892
31.20;97089;358.80;632;208;16124
31.20;97092;358.89;3120;-44;14896
31.20;97092;358.20;4624;-52;15536
31.20;97100;357.77;5008;-396;14616
31.20;97104;357.34;4404;108;14640
31.20;97111;356.99;4100;140;15260
31.20;97106;357.25;2356;596;15620
31.20;97115;356.82;2600;596;14984
31.20;97115;356.99;1744;668;15036
31.20;97104;357.68;308;1108;15932
31.20;97103;357.42;-1472;964;15064
31.20;97106;357.25;1044;384;13720
31.20;97102;357.51;1060;1828;19020
31.20;97098;358.28;2972;-2440;12448
31.20;97103;357.77;-2120;2516;12808
31.20;97103;358.28;1740;1884;18060
31.20;97103;357.77;916;1460;14972
31.20;97101;357.68;-216;1780;16548
31.20;97089;358.28;-3772;-3364;18928
31.20;97100;357.34;1824;-548;15940
31.20;97110;357.34;1608;-472;15340
31.20;97101;357.59;308;-980;15392
31.20;97107;357.42;2756;996;15656
31.20;97110;356.99;1680;-844;17996
31.20;97115;356.99;1840;-3884;13368
31.20;97120;355.61;3120;-2172;16216
31.20;97138;354.75;148;-3892;19064
31.20;97159;353.11;3376;-3148;14916
31.20;97177;351.57;1988;-1920;16376
31.20;97178;351.31;1996;180;17592
31.20;97187;350.10;-200;-1680;15804
31.20;97203;350.36;-2816;812;14020
31.20;97188;350.27;-700;376;16868
31.20;97189;351.31;2628;-1544;15412
31.20;97187;350.70;1468;-1632;16760
31.20;97192;350.10;2060;3424;20220
31.20;97182;350.62;2752;-1000;13964
31.20;97193;350.10;3644;1884;16064
31.20;97187;350.19;4428;2860;11072
31.10;97194;350.44;-584;-468;16176
31.10;97195;350.70;2244;-380;15620
31.10;97184;350.01;-264;520;17280
31.10;97172;351.65;-204;-88;15604
31.10;97162;352.77;188;228;16644
31.10;97157;353.80;352;-1320;18700
31.10;97152;354.75;-220;-1720;15108
31.10;97136;354.15;1332;-2104;13796
31.10;97140;353.89;2712;-3184;14732
31.10;97144;353.89;2624;-5408;14832
31.10;97153;353.03;4108;5060;12684
31.10;97140;353.97;-2848;-80;17312
31.10;97126;355.61;-2796;504;15192
31.10;97108;357.08;-4380;-500;17628
31.10;97094;357.59;-2484;492;13444
31.10;97076;360.01;-1240;424;13964
31.10;97067;360.96;-1276;1980;15412
31.10;97055;362.34;272;1936;16572
31.10;97044;362.68;-776;1072;15872
31.10;97031;363.97;-84;1976;16072
31.10;97014;364.06;732;88;15924
31.10;97007;365.61;-2188;-2520;14132
31.10;96992;366.48;-500;-3960;10700
31.10;96983;368.72;100;-2240;15384
31.10;96962;369.93;-548;-848;17048
31.10;96958;370.36;868;1800;14560
31.10;96947;370.70;-1128;1596;17496
31.10;96954;370.53;1500;-584;15448
31.10;96945;372.43;-2508;-3804;15568
31.10;96930;372.60;-992;-1140;13920
31.00;96917;374.58;-3096;-4360;13608
31.00;96898;375.62;-1880;-5764;16324
31.00;96892;375.62;920;4964;15644
31.00;96879;377.00;1932;5012;15556
31.00;96870;377.69;2652;6744;16356
31.00;96854;379.16;1004;4240;14476
31.00;96838;379.94;-1052;32;14744
31.10;96827;381.32;-1592;2388;18956
31.10;96806;382.79;-4892;-2112;15820
31.10;96783;385.47;-2096;212;17128
31.10;96758;387.46;-1284;112;15052
31.10;96740;389.79;-3248;2916;14608
31.10;96708;391.52;-2924;4900;11560
31.10;96698;392.90;-1460;2280;12704
31.10;96684;393.76;-2004;-232;13684
31.10;96670;395.32;-344;-1588;16008
31.10;96649;396.36;544;-1972;16936
31.10;96650;397.14;372;-420;14664
31.10;96649;397.40;-336;-1500;11092
31.10;96628;398.00;-1616;-2712;15788
31.10;96635;398.78;-4024;-708;16948
31.10;96618;399.39;-2692;2248;16880
31.10;96611;400.34;-1664;3708;14620
31.10;96599;400.69;2092;2660;13272
31.10;96601;400.69;-1016;3416;8680
31.10;96602;401.03;2600;3704;13744
31.10;96603;400.77;2904;-420;17516
31.10;96609;400.43;3700;-2784;16252
31.10;96623;399.04;2528;-4196;14840
31.10;96625;399.22;1528;-3132;14428
31.10;96629;398.00;4092;3724;18536
31.10;96642;396.97;2828;-3440;16296
31.10;96669;395.32;4516;-1320;13172
31.10;96691;392.90;5528;880;15544
31.10;96712;391.26;4200;-620;15752
31.10;96740;389.27;7788;-1628;18200
31.00;96752;387.71;2880;-1536;17140
31.00;96754;387.46;772;564;15116
31.00;96748;387.37;2364;72;16088
31.00;96758;387.28;1024;1236;14076
31.00;96757;387.54;2212;240;15360
31.00;96761;387.54;1772;-112;16680
31.00;96771;386.42;2744;1992;17336
31.00;96787;384.78;3320;-3324;16844
31.00;96806;384.00;3984;-92;15156
31.00;96822;381.24;6412;-2704;15168
31.00;96840;379.59;5264;-1152;16504
31.00;96855;379.07;-1340;1140;6896
31.00;96863;378.81;4008;1724;15204
31.00;96868;377.61;3120;6068;15324
31.00;96872;377.87;1088;2648;20884
31.00;96864;378.56;-916;1664;15292
31.00;96856;379.68;-20;1332;15972
31.00;96861;379.07;4988;4440;16728
31.00;96845;380.37;588;3396;15408
31.00;96840;380.63;1184;4304;15916
31.00;96827;381.67;-2508;2624;15540
31.00;96807;382.96;-2240;3076;16012
31.00;96795;384.17;-1100;1920;13656
31.00;96781;384.95;1448;608;13660
31.00;96773;385.64;-716;1488;14696
31.00;96769;386.94;552;796;14096
31.00;96746;387.37;120;-796;14608
31.00;96742;388.67;-3532;1456;15196
31.00;96726;389.70;-384;3964;21344
31.00;96712;391.09;-2776;2032;17140
31.00;96704;391.95;3452;6456;11684
31.00;96692;392.90;-1272;-1608;18756
31.00;96677;394.02;-2680;-2004;12512
30.90;96668;395.15;-3164;-2080;15024
30.90;96650;396.53;-2520;96;16256
30.90;96640;397.66;-2852;2388;14020
30.90;96625;398.44;1332;-516;14088
30.90;96610;400.17;-760;1360;15184
30.90;96606;400.77;920;-744;13340
30.90;96603;401.55;2336;-2740;13788
30.90;96586;402.68;-3232;-384;16060
30.90;96565;403.46;-6576;-3484;21880
30.90;96550;405.10;-2488;380;14812
30.90;96538;406.23;596;-1952;14304
30.90;96538;406.14;872;-56;15028
30.90;96527;407.53;924;3864;14832
30.90;96522;407.87;2620;3832;14964
30.90;96511;408.48;268;-264;16100
30.90;96514;408.74;1096;748;17832
30.90;96510;408.31;1016;84;15596
30.90;96512;408.31;-4388;684;14576
30.90;96512;409.52;-3520;56;15404
31.00;96511;408.91;3608;3576;16080
31.00;96499;409.08;1288;1180;15432
30.90;96505;408.65;448;364;15040
31.00;96504;409.26;-980;2392;15864
30.90;96505;409.08;-420;2048;15752
30.90;96509;408.91;188;1912;14756
31.00;96506;408.82;-20;1956;15584
30.90;96506;409.26;84;1904;15136
31.00;96508;408.31;-188;1696;15328
30.90;96510;408.91;-20;1832;15376
31.00;96511;409.43;40;1960;15208
30.90;96505;408.82;48;1972;15132
30.90;96508;409.17;-132;1928;15460
30.90;96511;409.52;-36;1848;15148
30.90;96505;409.17;228;1960;14988
30.90;96503;408.91;40;1908;15088
30.90;96509;408.82;208;1880;15084
30.90;96499;408.91;-180;1948;15208
30.90;96506;409.43;-276;1716;15420
30.90;96507;409.34;176;1916;15244
30.90;96510;408.13;-220;1728;15416
30.90;96505;408.48;-308;1888;15500
30.90;96506;408.74;-168;1624;15456
30.90;96512;409.26;152;1892;15000
30.90;96508;408.82;108;1820;15392
30.80;96506;409.43;92;1960;15380
30.80;96515;408.74;124;2036;14920
30.80;96510;408.82;136;1736;15472
30.80;96503;409.00;68;2032;15340
30.80;96514;408.91;208;2236;15012
30.80;96502;408.91;-2292;3560;14736
30.80;96507;409.17;-3972;784;16896
30.80;96501;410.04;-1368;1628;15636
30.80;96501;409.17;1896;-872;15804
30.80;96507;409.69;2216;-740;15080
30.80;96502;409.26;2244;-900;15628
30.80;96502;409.78;1236;-24;15460
30.80;96501;409.26;652;-488;15436
30.90;96508;409.60;1180;300;15228
30.80;96505;409.26;1240;-56;15672
30.90;96502;409.95;1712;-32;14880
30.90;96501;409.17;952;-36;15544
30.90;96508;408.74;1132;-104;15508
30.90;96506;409.08;936;12;15432
30.90;96509;409.43;984;-40;15388
30.90;96509;409.17;796;-20;15640
30.90;96506;409.17;672;-248;15224
30.90;96503;409.78;700;-188;15532
30.90;96506;409.26;796;-64;15004
30.90;96507;409.60;808;-148;15180
30.90;96504;409.08;852;-132;15336
30.90;96505;409.78;1028;24;15188
30.90;96500;408.74;808;-76;15320
30.90;96500;409.60;596;-348;15200
30.90;96508;409.26;1372;2828;14972
30.90;96502;409.52;1928;-1168;13444
30.90;96504;409.43;-1140;-788;15976
30.90;96501;408.65;1076;-792;15144
30.90;96504;408.65;-256;-124;15328
30.90;96504;408.74;456;-1068;15636
30.90;96506;409.26;-912;-64;15740
30.80;96506;409.60;-712;-904;14236
30.80;96503;409.08;2248;324;15736
30.80;96506;409.17;124;348;15156
30.80;96506;409.00;-2160;360;14560
30.80;96504;409.60;-1804;-556;13068
30.30;96495;409.60;-1924;-948;13336
30.60;96503;409.34;-2540;144;15832
30.50;96499;409.52;68;784;15220
30.50;96506;409.52;-1540;644;15420
30.40;96508;409.00;-2052;508;15044
30.40;96465;409.17;-3472;-224;17284
30.30;96500;409.43;-1112;-1124;15416
30.20;96499;409.86;-1664;100;13000
30.20;96492;410.56;644;860;11332
30.10;96485;411.51;-1360;1388;14836
30.00;96470;412.46;-2940;1104;14620
29.90;96471;412.29;-1696;580;10172
29.90;96468;411.86;1480;684;15936
30.00;96463;412.81;-1060;624;15700
29.90;96476;412.20;3584;1804;16096
30.00;96472;412.20;-844;5068;15500
30.00;96465;411.86;2144;2244;14720
30.00;96471;411.86;928;1428;14968
30.00;96472;411.77;2176;2128;14844
30.00;96471;412.03;-128;1716;17088
30.00;96474;411.59;2016;1096;14560
30.00;96466;412.20;1312;1260;15252
30.00;96477;412.12;-408;2604;18696
29.90;96477;411.59;-1464;548;20536
29.90;96475;412.03;-1472;-204;21764
29.90;96480;411.51;1116;600;16596
29.80;96480;411.86;-2388;-728;16500
29.80;96477;411.77;-248;864;13640
29.80;96480;411.68;872;1556;13072
29.80;96476;411.08;444;688;11960
29.80;96475;412.03;180;1836;13856
29.80;96472;412.64;1960;136;22944
29.80;96451;412.55;148;-1588;16464
29.80;96451;413.94;-1108;-476;11684
29.80;96448;413.76;-328;-816;22812
29.80;96447;414.54;-564;360;15716
29.80;96437;414.89;1860;-356;17916
29.80;96447;414.45;-984;-852;13684
29.80;96438;414.54;152;-860;11540
29.80;96440;414.63;20;1164;15680
29.80;96450;414.63;1616;2600;16640
29.80;96444;414.72;452;-440;15324
29.80;96442;414.63;-76;1864;15352
29.80;96444;414.54;844;-2308;14856
29.80;96443;414.11;-460;652;14508
29.90;96444;414.45;872;-1224;14952
29.80;96451;414.72;2080;1132;17932
29.90;96452;414.19;1420;488;17848
29.80;96447;414.54;120;-1368;20992
29.80;96442;414.97;-3656;-444;18452
29.80;96436;414.54;664;-1464;14948
29.80;96436;414.54;908;-4412;14036
29.80;96446;414.19;232;-3244;11956
29.80;96444;414.45;144;-1572;13520
29.80;96442;414.28;212;-1232;14496
29.80;96446;414.02;-1092;2524;17376
29.80;96451;414.19;1224;-168;15392
29.80;96450;414.19;1316;-128;15488
29.90;96453;414.11;1256;-120;15280
29.80;96454;413.76;1016;-108;15500
